,FACILITY_NAME,FAC_FDR,DISTRICT_OFFICE,PENALTY_ISSUE_DATE,PENALTY_NUMBER,DISPOSITION,PENALTY_DETAIL,PENALTY_CATEGORY,APPEALED,CLASS_ASSESSED_INITIAL,CLASS_ASSESSED_FINAL,TOTAL_AMOUNT_INITIAL,TOTAL_AMOUNT_DUE_FINAL
8717,SOUTH MARIN HEALTH & WELLNESS CENTER,SKILLED NURSING FACILITY,Santa Rosa,2018-06-05,110013978,Closed,Citation B (HSC 1424),Patient Care,No,B,,2000.0,2000.0
8718,EVERGREEN LAKEPORT HEALTHCARE,SKILLED NURSING FACILITY,Santa Rosa,2018-07-19,110014016,Closed,Citation A (HSC 1424),Dietary,No,A,,20000.0,20000.0
8719,FIFTY-O-ONE PARKHURST,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Santa Rosa,2018-09-13,110014035,Closed,Citation B (HSC 1424),Patient Rights,No,B,,2000.0,2000.0
8720,SONOMA POST ACUTE,SKILLED NURSING FACILITY,Santa Rosa,2018-07-05,110014173,Closed,Citation B (HSC 1424),Patient Rights,No,B,,2000.0,2000.0
8721,SONOMA POST ACUTE,SKILLED NURSING FACILITY,Santa Rosa,2018-07-05,110014174,Closed,Citation B (HSC 1424),Patient Rights,No,B,,2000.0,2000.0
8722,VACAVILLE CONVALESCENT AND REHABILITATION CENTER,SKILLED NURSING FACILITY,Santa Rosa,2018-09-21,110014265,Closed,Citation B (HSC 1424),Problem Transfer,No,B,,2000.0,2000.0
8723,VACAVILLE CONVALESCENT AND REHABILITATION CENTER,SKILLED NURSING FACILITY,Santa Rosa,2018-09-21,110014266,Closed,Citation B (HSC 1424),Problem Transfer,No,B,,2000.0,2000.0
8724,VACAVILLE CONVALESCENT AND REHABILITATION CENTER,SKILLED NURSING FACILITY,Santa Rosa,2018-09-21,110014267,Closed,Citation B (HSC 1424),Problem Transfer,No,B,,2000.0,2000.0
8725,THE OAKS POST ACUTE,SKILLED NURSING FACILITY,Santa Rosa,2018-11-20,110014288,Closed,Citation B (HSC 1424),Patient Care,No,B,,2000.0,2000.0
8726,PINER'S NURSING HOME,SKILLED NURSING FACILITY,Santa Rosa,2018-10-22,110014306,Closed,Citation B (HSC 1424),Problem Transfer,No,B,,2000.0,2000.0
8727,SMITH RANCH SKILLED NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,Santa Rosa,2018-12-11,110014363,Closed,Citation B (HSC 1424),Abuse/Facility Not Self Reported,No,B,,2000.0,2000.0
8728,SMITH RANCH SKILLED NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,Santa Rosa,2019-01-29,110014366,Open,Citation A (HSC 1424),Patient Care,Yes,A,,20000.0,20000.0
8729,NAPA POST ACUTE,SKILLED NURSING FACILITY,Santa Rosa,2018-12-07,110014524,Closed,Citation B (HSC 1424),Patient Rights,No,B,,2000.0,2000.0
8730,PARK VIEW POST ACUTE,SKILLED NURSING FACILITY,Santa Rosa,2019-04-03,110014564,Closed,Citation B (HSC 1424),Abuse/Facility Not Self Reported,No,B,,2000.0,2000.0
8731,MILES - CENTER ROAD HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Santa Rosa,2018-12-13,110014647,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
8732,APPLE VALLEY POST-ACUTE REHAB,SKILLED NURSING FACILITY,Santa Rosa,2019-02-21,110014741,Closed,Citation B (HSC 1424),Patient Rights,No,B,,2000.0,2000.0
8733,"SEAVIEW REHABILITATION & WELLNESS CENTER, LP",SKILLED NURSING FACILITY,Santa Rosa,2019-02-15,110014797,Closed,Citation B (HSC 1424),Abuse/Facility Not Self Reported,No,B,,2000.0,2000.0
8734,PROFESSIONAL POST ACUTE CENTER,SKILLED NURSING FACILITY,Santa Rosa,2019-05-29,110014895,Closed,Citation A (HSC 1424),Patient Care,No,A,,20000.0,20000.0
8735,PROFESSIONAL POST ACUTE CENTER,SKILLED NURSING FACILITY,Santa Rosa,2019-05-29,110014932,Closed,Citation A (HSC 1424),Patient Care,No,A,,20000.0,20000.0
8736,"LOYD'S LIBERTY HOMES, INC. - NEWPORT HOME",INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2000-01-06,120001357,Closed,Citation B (HSC 1424),Patient Rights,No,B,,800.0,800.0
8737,EVERGREEN BAKERSFIELD POST ACUTE CARE,SKILLED NURSING FACILITY,Bakersfield,2000-01-06,120001358,Closed,Citation AA (HSC 1424),Patient Care,Yes,AA,A,25000.0,15000.0
8738,EVERGREEN ARVIN HEALTHCARE,SKILLED NURSING FACILITY,Bakersfield,2000-02-08,120001364,Closed,Citation B (HSC 1424),Patient Rights,Yes,B,B	,1000.0,1000.0
8739,THE REHABILITATION CENTER OF BAKERSFIELD,SKILLED NURSING FACILITY,Bakersfield,2000-02-25,120001367,Closed,Citation AA (HSC 1424),Other,Yes,AA,B	,23000.0,17500.0
8740,"LOYD'S LIBERTY HOMES, INC. - WOODLAKE HOME",INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2000-02-28,120001368,Closed,Citation B (HSC 1424),Patient Rights,No,B,,600.0,600.0
8741,DELANO DISTRICT SKILLED NURSING FACILITY,SKILLED NURSING FACILITY,Bakersfield,2000-02-28,120001369,Closed,Citation B (HSC 1424),Patient Rights,No,B,,800.0,800.0
8742,EVERGREEN ARVIN HEALTHCARE,SKILLED NURSING FACILITY,Bakersfield,2000-03-14,120001372,Closed,Citation B (HSC 1424),Patient Care,Yes,B,Dismissed by Court,1000.0,0.0
8743,BELLA SERA,SKILLED NURSING FACILITY,Bakersfield,2000-03-22,120001373,Closed,Citation B (HSC 1424),Patient Rights,No,B,,200.0,200.0
8744,EVERGREEN ARVIN HEALTHCARE,SKILLED NURSING FACILITY,Bakersfield,2000-04-13,120001374,Closed,Citation B (HSC 1424),Other,Yes,B,B	,1000.0,1000.0
8745,THE REHABILITATION CENTER OF BAKERSFIELD,SKILLED NURSING FACILITY,Bakersfield,2000-04-24,120001376,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
8746,MERCY WESTSIDE HOSPITAL D/P SNF,SKILLED NURSING FACILITY,Bakersfield,2000-05-03,120001377,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
8747,EVERGREEN ARVIN HEALTHCARE,SKILLED NURSING FACILITY,Bakersfield,2000-05-26,120001381,Closed,Citation B (HSC 1424),Other,Yes,B,B	,1000.0,1000.0
8748,EVERGREEN BAKERSFIELD POST ACUTE CARE,SKILLED NURSING FACILITY,Bakersfield,2000-05-30,120001382,Closed,Citation B (HSC 1424),Patient Care,No,B,,800.0,800.0
8749,KERN VALLEY HEALTHCARE DISTRICT D/P SNF,SKILLED NURSING FACILITY,Bakersfield,2000-08-30,120001393,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
8750,GOLDEN LIVING CENTER - SHAFTER,SKILLED NURSING FACILITY,Bakersfield,2000-09-06,120001394,Closed,Citation B (HSC 1424),Patient Rights,No,B,,900.0,900.0
8751,"LOYD'S LIBERTY HOMES, INC. - CASWELL HOME",INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2000-10-05,120001397,Closed,Citation B (HSC 1424),Patient Rights,No,B,,600.0,600.0
8752,ROSEWOOD HEALTH FACILITY,SKILLED NURSING FACILITY,Bakersfield,2000-10-12,120001399,Closed,Citation B (HSC 1424),Patient Care,No,B,,850.0,850.0
8753,SAN JOAQUIN COMMUNITY HOSPITAL D/P SNF,SKILLED NURSING FACILITY,Bakersfield,2000-12-01,120001401,Closed,Citation B (HSC 1424),Patient Care,No,B,,600.0,650.0
8754,MERCY WESTSIDE HOSPITAL D/P SNF,SKILLED NURSING FACILITY,Bakersfield,2000-12-05,120001403,Closed,Citation B (HSC 1424),Problem Transfer,No,B,,1000.0,1000.0
8755,"LOYD'S LIBERTY HOMES, INC. - NEWPORT HOME",INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2000-12-14,120001404,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,3000.0
8756,"HIGHER GROUND HOMES, INC. #2",INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2001-01-12,120001435,Closed,Citation B (HSC 1424),Patient Care,No,B,,600.0,600.0
8757,PARKVIEW JULIAN CONVALESCENT,SKILLED NURSING FACILITY,Bakersfield,2001-03-06,120001445,Closed,Citation A (HSC 1424),Patient Care,Yes,A,B	,12000.0,6000.0
8758,PARKVIEW JULIAN CONVALESCENT,SKILLED NURSING FACILITY,Bakersfield,2001-03-28,120001448,Closed,Citation A (HSC 1424),Patient Care,Yes,A,B	,18000.0,9000.0
8759,KERN VALLEY HEALTHCARE DISTRICT D/P SNF,SKILLED NURSING FACILITY,Bakersfield,2001-04-06,120001450,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,3000.0
8760,SAN JOAQUIN NURSING CENTER,SKILLED NURSING FACILITY,Bakersfield,2001-05-22,120001453,Closed,Citation B (HSC 1424),Patient Care,No,B,B	,1000.0,1000.0
8761,DELTA NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,Bakersfield,2000-04-13,120001457,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
8762,TULARE NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,Bakersfield,2000-07-19,120001524,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
8763,TULARE NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,Bakersfield,2001-06-04,120001525,Closed,Citation B (HSC 1424),Patient Care,No,B,B	,300.0,300.0
8764,TULARE NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,Bakersfield,2001-06-15,120001526,Closed,Citation A (HSC 1424),Patient Care,No,A,A,2000.0,2000.0
8765,BELLA SERA,SKILLED NURSING FACILITY,Bakersfield,2001-06-15,120001528,Closed,Citation A (HSC 1424),Patient Care,Yes,A,B	,10000.0,5573.0
8766,SAN JOAQUIN NURSING CENTER,SKILLED NURSING FACILITY,Bakersfield,2001-06-15,120001529,Closed,Citation A (HSC 1424),Patient Care,Yes,A,B	,20000.0,20000.0
8767,THE REHABILITATION CENTER OF BAKERSFIELD,SKILLED NURSING FACILITY,Bakersfield,2001-07-02,120001530,Closed,Citation B (HSC 1424),Medication,No,B,,500.0,500.0
8768,THE REHABILITATION CENTER OF BAKERSFIELD,SKILLED NURSING FACILITY,Bakersfield,2001-07-12,120001531,Closed,Citation B (HSC 1424),Patient Care,No,B,,500.0,500.0
8769,MERCY WESTSIDE HOSPITAL D/P SNF,SKILLED NURSING FACILITY,Bakersfield,2001-07-23,120001532,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
8770,DELANO REGIONAL MEDICAL CENTER D/P SNF,SKILLED NURSING FACILITY,Bakersfield,2001-07-20,120001533,Closed,Citation B (HSC 1424),Patient Care,No,B,,500.0,500.0
8771,THE REHABILITATION CENTER OF BAKERSFIELD,SKILLED NURSING FACILITY,Bakersfield,2001-10-15,120001535,Closed,Citation A (HSC 1424),Patient Care,No,A,,20000.0,20000.0
8772,HEIGHT STREET SKILLED CARE,SKILLED NURSING FACILITY,Bakersfield,2001-10-17,120001536,Closed,Citation B (HSC 1424),Patient Care,No,B,,300.0,300.0
8773,VALLEY CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,Bakersfield,2001-10-19,120001537,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
8774,"LOYD'S LIBERTY HOMES, INC. - JOELYLE",INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2001-10-30,120001538,Closed,Citation A (HSC 1424),Patient Care,Yes,A,B	,10000.0,10000.0
8775,HEIGHT STREET SKILLED CARE,SKILLED NURSING FACILITY,Bakersfield,2001-11-06,120001539,Closed,Citation B (HSC 1424),Patient Care,No,B,,2000.0,2300.0
8776,ROSEWOOD HEALTH FACILITY,SKILLED NURSING FACILITY,Bakersfield,2001-11-21,120001540,Closed,Citation B (HSC 1424),Patient Care,No,B,,700.0,700.0
8777,"KINGSTON HEALTHCARE CENTER, LLC",SKILLED NURSING FACILITY,Bakersfield,2001-12-20,120001541,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
8778,DELANO REGIONAL MEDICAL CENTER D/P SNF,SKILLED NURSING FACILITY,Bakersfield,2001-12-24,120001542,Closed,Citation B (HSC 1424),Patient Care,No,B,,500.0,500.0
8779,PARKVIEW JULIAN CONVALESCENT,SKILLED NURSING FACILITY,Bakersfield,2001-12-31,120001543,Closed,Citation B (HSC 1424),Patient Rights,Yes,B,B	,500.0,550.0
8780,"KINGSTON HEALTHCARE CENTER, LLC",SKILLED NURSING FACILITY,Bakersfield,2002-01-03,120001544,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
8781,EVERGREEN BAKERSFIELD POST ACUTE CARE,SKILLED NURSING FACILITY,Bakersfield,2002-02-19,120001546,Closed,Citation B (HSC 1424),Patient Rights,Yes,B,Drop>Deficiency	,500.0,750.0
8782,HEIGHT STREET SKILLED CARE,SKILLED NURSING FACILITY,Bakersfield,2002-02-20,120001547,Closed,Citation B (HSC 1424),Patient Care,No,B,,300.0,300.0
8783,THE REHABILITATION CENTER OF BAKERSFIELD,SKILLED NURSING FACILITY,Bakersfield,2002-02-25,120001548,Closed,Citation B (HSC 1424),Patient Rights,No,B,,500.0,1500.0
8784,TULARE NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,Bakersfield,2002-03-21,120001549,Closed,Citation B (HSC 1424),Patient Care,No,B,,500.0,500.0
8785,ROSEWOOD HEALTH FACILITY,SKILLED NURSING FACILITY,Bakersfield,2002-04-16,120001550,Closed,Citation B (HSC 1424),Patient Rights,Yes,B,B	,500.0,300.0
8786,DELANO DISTRICT SKILLED NURSING FACILITY,SKILLED NURSING FACILITY,Bakersfield,2002-05-14,120001551,Closed,Citation B (HSC 1424),Abuse/Facility Not Self Reported,No,B,,500.0,500.0
8787,TULARE NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,Bakersfield,2002-06-17,120001554,Closed,Citation B (HSC 1424),Patient Rights,No,B,,500.0,500.0
8788,THE REHABILITATION CENTER OF BAKERSFIELD,SKILLED NURSING FACILITY,Bakersfield,2002-07-03,120001555,Closed,Citation B (HSC 1424),Staffing,No,B,,500.0,500.0
8789,DELANO POSTACUTE CARE,SKILLED NURSING FACILITY,Bakersfield,2002-07-10,120001556,Closed,Citation B (HSC 1424),Patient Care,Yes,B,B	,1000.0,1050.0
8790,BELLA SERA,SKILLED NURSING FACILITY,Bakersfield,2002-07-17,120001557,Closed,Citation B (HSC 1424),Patient Care,No,B,,300.0,300.0
8791,HEIGHT STREET SKILLED CARE,SKILLED NURSING FACILITY,Bakersfield,2002-07-17,120001558,Closed,Citation B (HSC 1424),Patient Care,No,B,,300.0,300.0
8792,PARKVIEW JULIAN CONVALESCENT,SKILLED NURSING FACILITY,Bakersfield,2002-09-10,120001559,Closed,Citation B (HSC 1424),Patient Care,No,B,,500.0,500.0
8793,HEIGHT STREET SKILLED CARE,SKILLED NURSING FACILITY,Bakersfield,2002-09-26,120001561,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
8794,HEIGHT STREET SKILLED CARE,SKILLED NURSING FACILITY,Bakersfield,2002-09-26,120001562,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
8795,WESTGATE GARDENS CARE CENTER,SKILLED NURSING FACILITY,Bakersfield,2001-04-19,120001592,Closed,Citation B (HSC 1424),Patient Rights,No,B,,900.0,900.0
8796,DINUBA HEALTHCARE,SKILLED NURSING FACILITY,Bakersfield,2000-09-15,120001611,Closed,Citation B (HSC 1424),Patient Rights,No,B,,100.0,100.0
8797,SIERRA VALLEY REHABILITATION CENTER,SKILLED NURSING FACILITY,Bakersfield,2001-02-13,120001637,Closed,Citation A (HSC 1424),Other,Yes,A,A,10000.0,10000.0
8798,SIERRA VALLEY REHABILITATION CENTER,SKILLED NURSING FACILITY,Bakersfield,2002-09-26,120001638,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
8799,KAWEAH DELTA DISTRICT HOSPITAL D/P SNF,SKILLED NURSING FACILITY,Bakersfield,2002-03-12,120001641,Closed,Citation B (HSC 1424),Other,No,B,,500.0,500.0
8800,MEMORIAL HOSPITAL AT EXETER D/P SNF,SKILLED NURSING FACILITY,Bakersfield,2001-05-02,120001649,Closed,Citation B (HSC 1424),Patient Rights,No,B,,500.0,500.0
8801,MERRITT MANOR CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,Bakersfield,2000-11-06,120001665,Closed,Citation B (HSC 1424),Other,No,B,,1000.0,1000.0
8802,REDWOOD SPRINGS HEALTHCARE CENTER,SKILLED NURSING FACILITY,Bakersfield,2000-08-24,120001685,Closed,Citation B (HSC 1424),Other,No,B,,1000.0,1000.0
8803,REDWOOD SPRINGS HEALTHCARE CENTER,SKILLED NURSING FACILITY,Bakersfield,2001-02-15,120001686,Closed,Citation B (HSC 1424),Other,No,B,,1000.0,1000.0
8804,KAWEAH MANOR CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,Bakersfield,2001-06-13,120001705,Closed,Citation B (HSC 1424),Other,Yes,B,B	,1000.0,1000.0
8805,SEQUOIA TRANSITIONAL CARE,SKILLED NURSING FACILITY,Bakersfield,2000-01-13,120001720,Closed,Citation B (HSC 1424),Patient Rights,Yes,B,,1000.0,1000.0
8806,SEQUOIA TRANSITIONAL CARE,SKILLED NURSING FACILITY,Bakersfield,2001-02-13,120001721,Closed,Citation B (HSC 1424),Patient Rights,No,B,,500.0,500.0
8807,SEQUOIA TRANSITIONAL CARE,SKILLED NURSING FACILITY,Bakersfield,2001-04-24,120001722,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
8808,GAITHER'S FAMILY HOME 3,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2002-07-17,120001738,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
8809,LINDSAY GARDENS NURSING & REHABILITATION,SKILLED NURSING FACILITY,Bakersfield,2002-05-14,120001741,Closed,Citation B (HSC 1424),Other,Yes,B,,1000.0,1000.0
8810,"KINGSTON HEALTHCARE CENTER, LLC",SKILLED NURSING FACILITY,Bakersfield,2002-10-03,120001742,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
8811,THE REHABILITATION CENTER OF BAKERSFIELD,SKILLED NURSING FACILITY,Bakersfield,2002-10-03,120001743,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
8812,EVERGREEN BAKERSFIELD POST ACUTE CARE,SKILLED NURSING FACILITY,Bakersfield,2002-10-15,120001744,Closed,Citation B (HSC 1424),Patient Care,Yes,B,B	,1000.0,650.0
8813,REDWOOD SPRINGS HEALTHCARE CENTER,SKILLED NURSING FACILITY,Bakersfield,2002-10-17,120001745,Closed,Citation B (HSC 1424),Other,No,B,,1000.0,1000.0
8814,LINWOOD MEADOWS CARE CENTER,SKILLED NURSING FACILITY,Bakersfield,2002-10-24,120001746,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
8815,LINWOOD MEADOWS CARE CENTER,SKILLED NURSING FACILITY,Bakersfield,2002-12-04,120001747,Closed,Citation B (HSC 1424),Patient Care,No,B,,500.0,500.0
8816,SIERRA VISTA RESIDENTIAL CARE HOME #3,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2003-01-23,120001748,Closed,Citation A (HSC 1424),Patient Rights,Yes,A,B	,10000.0,5000.0
8817,ADAMS HOUSE - SANTA CLARA,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2003-03-10,120001749,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
8818,BROOKDALE RIVERWALK SNF (CA),SKILLED NURSING FACILITY,Bakersfield,2003-03-11,120001750,Closed,Citation B (HSC 1424),Patient Rights,Yes,B,B	,500.0,500.0
8819,BETHESDA LUTHERAN COMMUNITIES - SAN LUCIA,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2003-04-17,120001751,Closed,Citation B (HSC 1424),Patient Care,No,B,,300.0,450.0
8820,"LOYD'S LIBERTY HOMES, INC. - KROLL WAY",INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2003-04-21,120001752,Closed,Citation A (HSC 1424),Patient Rights,No,A,,10000.0,10000.0
8821,SEQUOIA TRANSITIONAL CARE,SKILLED NURSING FACILITY,Bakersfield,2003-04-22,120001753,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
8822,MORGAN'S TLC - LINDLEY,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2003-05-08,120001754,Closed,Citation B (HSC 1424),Patient Rights,No,B,,300.0,300.0
8823,BETHESDA LUTHERAN COMMUNITIES-BELLEVIEW,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2003-06-16,120001755,Closed,Citation A (HSC 1424),Medication,Yes,A,A,2000.0,2000.0
8824,THE REHABILITATION CENTER OF BAKERSFIELD,SKILLED NURSING FACILITY,Bakersfield,2003-07-17,120001756,Closed,Citation B (HSC 1424),Patient Care,No,B,,500.0,500.0
8825,REDWOOD SPRINGS HEALTHCARE CENTER,SKILLED NURSING FACILITY,Bakersfield,2003-08-20,120001757,Closed,Citation B (HSC 1424),Patient Rights,No,B,,300.0,900.0
8826,BETHESDA LUTHERAN COMMUNITIES-MATHEW,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2003-10-22,120001758,Closed,Citation B (HSC 1424),Medication,No,B,,300.0,300.0
8827,HEIGHT STREET SKILLED CARE,SKILLED NURSING FACILITY,Bakersfield,2003-10-24,120001759,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,3000.0
8828,"LOYD'S LIBERTY HOMES, INC. - CASWELL HOME",INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2003-12-18,120001760,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
8829,"LOYD'S LIBERTY HOMES, INC. - PANORAMA HOME",INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2003-12-18,120001761,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
8830,LINWOOD MEADOWS CARE CENTER,SKILLED NURSING FACILITY,Bakersfield,2003-12-31,120001762,Closed,Citation B (HSC 1424),Administration,No,B,,1000.0,1000.0
8831,VALLEY CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,Bakersfield,2003-12-31,120001763,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
8832,BETHESDA LUTHERAN COMMUNITIES-MATHEW,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2004-01-23,120001764,Closed,Citation B (HSC 1424),Patient Care,No,B,,500.0,500.0
8833,HEIGHT STREET SKILLED CARE,SKILLED NURSING FACILITY,Bakersfield,2004-02-04,120001765,Closed,Citation B (HSC 1424),Other,No,B,,1000.0,1000.0
8834,LINWOOD MEADOWS CARE CENTER,SKILLED NURSING FACILITY,Bakersfield,2004-02-05,120001766,Closed,Citation B (HSC 1424),Administration,No,B,,1000.0,1000.0
8835,HEIGHT STREET SKILLED CARE,SKILLED NURSING FACILITY,Bakersfield,2004-02-11,120001767,Closed,Citation B (HSC 1424),Administration,No,B,,1000.0,1000.0
8836,BETHESDA LUTHERAN COMMUNITIES-WESTFIELD,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2004-02-17,120001768,Closed,Citation B (HSC 1424),Patient Rights,No,B,,500.0,500.0
8837,DELANO DISTRICT SKILLED NURSING FACILITY,SKILLED NURSING FACILITY,Bakersfield,2004-02-17,120001769,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
8838,KAWEAH DELTA SKILLED NURSING CENTER,SKILLED NURSING FACILITY,Bakersfield,2004-02-20,120001770,Closed,Citation A (HSC 1424),Patient Care,Yes,A,A,20000.0,16500.0
8839,GATEWAY POST ACUTE,SKILLED NURSING FACILITY,Bakersfield,2004-03-03,120001771,Closed,Citation B (HSC 1424),Patient Care,Yes,B,Drop>Deficiency	,300.0,0.0
8840,KAWEAH DELTA SKILLED NURSING CENTER,SKILLED NURSING FACILITY,Bakersfield,2004-03-10,120001772,Closed,Citation A (HSC 1424),Patient Care,Yes,A,A,20000.0,20000.0
8841,GAITHER'S FAMILY HOME 3,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2004-03-11,120001773,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
8842,KERN VALLEY HEALTHCARE DISTRICT D/P SNF,SKILLED NURSING FACILITY,Bakersfield,2004-03-29,120001774,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
8843,TULARE NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,Bakersfield,2004-04-01,120001775,Closed,Citation B (HSC 1424),Other,No,B,,1000.0,1300.0
8844,TULARE NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,Bakersfield,2004-04-01,120001776,Closed,Citation B (HSC 1424),Other,No,B,,1000.0,1300.0
8845,WESTGATE GARDENS CARE CENTER,SKILLED NURSING FACILITY,Bakersfield,2004-04-07,120001777,Closed,Citation B (HSC 1424),Problem Transfer,No,B,,500.0,500.0
8846,MERCY HOSPITAL D/P SNF,SKILLED NURSING FACILITY,Bakersfield,2004-04-09,120001778,Closed,Citation B (HSC 1424),Patient Care,No,B,,500.0,500.0
8847,JAN & GAIL'S CARE HOME 4,INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2004-04-16,120001779,Closed,Citation B (HSC 1424),Administration,No,B,,300.0,300.0
8848,EVERGREEN ARVIN HEALTHCARE,SKILLED NURSING FACILITY,Bakersfield,2004-04-29,120001780,Closed,Citation B (HSC 1424),Patient Rights,Yes,B,B	,1000.0,500.0
8849,DINUBA HEALTHCARE,SKILLED NURSING FACILITY,Bakersfield,2004-05-06,120001781,Closed,Citation B (HSC 1424),Patient Care,No,B,,600.0,600.0
8850,SEQUOIA TRANSITIONAL CARE,SKILLED NURSING FACILITY,Bakersfield,2004-05-06,120001782,Closed,Citation B (HSC 1424),Patient Rights,No,B,,1000.0,1000.0
8851,"LOYD'S LIBERTY HOMES, INC. - KROLL WAY",INTERMEDIATE CARE FACILITY-DD/H/N/CN,Bakersfield,2004-05-17,120001783,Closed,Citation B (HSC 1424),Abuse/Facility Not Self Reported,No,B,,1000.0,1000.0
8852,HEIGHT STREET SKILLED CARE,SKILLED NURSING FACILITY,Bakersfield,2004-05-28,120001784,Closed,Citation B (HSC 1424),Abuse/Facility Not Self Reported,No,B,,1000.0,1000.0
8853,HEIGHT STREET SKILLED CARE,SKILLED NURSING FACILITY,Bakersfield,2004-07-20,120001785,Closed,Citation B (HSC 1424),Administration,No,B,,1000.0,1000.0
8854,HEIGHT STREET SKILLED CARE,SKILLED NURSING FACILITY,Bakersfield,2004-07-26,120001786,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
8855,HEIGHT STREET SKILLED CARE,SKILLED NURSING FACILITY,Bakersfield,2004-08-11,120001788,Closed,Citation B (HSC 1424),Patient Care,No,B,,1000.0,1000.0
